"","V1"
"MARK2",7.105
"HMMR",5.205
"CHFR",1.1705
"TRHDE",0
"P4HA2",8.8284
"FCGR2B",0.2797
"NFATC3",1.2934
"TRNT1",2.8411
"ACADVL",30.7395
"STK10",2.6292
"FBXW11",6.7563
"ACAP1",0.5577
"CRMP1",3.4503
"EVC",3.0278
"DERL2",8.137
"SIDT1",4.4596
"NDE1",2.4843
"IRAG1",5.9707
"TMEM38A",2.3867
"AP1M1",5.6986
"PVR",3.8951
"XRCC1",16.2163
"SCARB1",7.8821
"CYP2W1",0.0062
"MCM2",3.6842
"MOV10L1",0.0557
"PANX2",5.2282
"SELENOO",9.3159
"TP63",1.8134
"ALPK1",0.8055
"LLGL2",4.2622
"PDE8A",2.2463
"CLCN4",0.6162
"NLE1",1.5022
"SDHA",0.8372
"SMARCE1",3.4108
"FNDC8",0.0386
"GSDMB",2.1643
"KDM5A",2.7841
"ADAM11",0.1156
"PPP2R3A",2.946
"FERMT2",6.2419
"ABCB11",0.0203
"DHRS9",0.1623
"CD5L",0
"PTGS2",0.142
"IGF2BP2",0.2218
"MAP3K13",6.9268
"ST6GAL1",60.2655
"TBX21",0.2053
"FRY",1.6473
"PICALM",27.6862
"NSF",9.1092
"GLI2",0.5518
"CLASP1",5.8167
"MRPS34",86.1924
"NOTCH3",33.5436
"CLNS1A",31.2729
"PPP2R2C",3.5738
"TEAD2",19.5996
"EED",4.2506
"CDHR2",0.1431
"SNCB",0.0346
"TSG101",23.3748
"NCBP3",1.8002
"ATP2A3",5.8877
"CA12",73.9606
"MGLL",1.8784
"NTN4",36.6008
"BCS1L",4.5336
"NUAK1",2.2802
"DPP8",3.6271
"SLC24A1",1.0585
"ZNF532",4.0061
"SCARF1",1.5326
"LMAN1",17.9324
"HACD3",24.6287
"IPCEF1",0.1108
"ZZEF1",1.8529
"NOX3",0
"ENO1",441.0779
"SLC12A1",0.1585
"MYDGF",68.7197
"ANO8",4.6067
"TUBE1",1.055
"ARHGEF10L",4.3263
"TXK",0.0401
"WSCD2",0.9339
"KCNQ2",0.0381
"TACR2",0.1964
"ACTR6",3.5479
"TIPIN",3.6376
"SRI",15.3309
"EIF4G3",11.7963
"NUP37",3.37
"SEMA3A",0.1427
"GTSE1",3.5596
"SEMA3C",15.9372
"TTC38",15.8087
"ACAT1",8.3667
"GRAMD4",11.6158
"CELSR1",21.1779
"WNT8B",0.0406
"ZNF638",11.8876
"SLC25A40",2.2197
"TIMM21",3.8577
"ADD2",0.0357
"FGF4",0
"RASAL2",2.0166
"VPS9D1",2.4364
"ZNF37A",3.3669
"MARK3",3.6262
"SLC25A3",24.8626
"FNDC3B",11.4699
"FOSL2",32.1664
"CACNG5",0.0082
"CACNG4",25.2597
"FRYL",1.4416
"TMEM131",6.4609
"FSCN1",23.4146
"ACTB",2446.2833
"MOCOS",2.0497
"PLD1",1.3183
"ATP12A",0.0118
"WDR62",0.7264
"DLG1",4.6233
"RAB7A",49.6798
"BCAP29",0.1762
"SEC31B",0.2455
"SART3",7.4247
"ARHGAP15",0.8258
"TUBA3D",11.581
"PAX2",0.0982
"EXOSC7",5.3001
"KIFAP3",16.5184
"MKRN2",3.8871
"MCM6",17.4512
"REXO2",11.4476
"RBM7",1.6297
"RBMS2",5.0834
"BAZ2A",7.8053
"PTPN23",16.7654
"MLH1",5.2121
"UNG",25.1595
"FMO4",7.4423
"KLHL20",3.6464
"RGS11",1.6091
"SLC46A1",1.7489
"PLXNA2",1.4242
"SPAG5",5.3784
"ANKRD13A",4.819
"TPD52",38.9765
"ACACB",0.8919
"TRAF4",12.1295
"PAG1",1.4844
"GPATCH1",4.4083
"ICAM3",0.0811
"NT5C2",1.5453
"MCAM",21.6544
"GPC4",25.3336
"MBNL3",0.3777
"CAMSAP3",7.1027
"RAP1GAP",4.6379
"XAB2",14.6602
"ARHGEF1",7.2787
"STXBP2",6.2512
"MAP2K7",5.965
"NMRK2",0.0152
"DGKD",2.5201
"CTTNBP2",0.0948
"ACTL6B",0
"RARB",2.4363
"TOP2B",30.3948
"TM9SF3",32.6347
"NFKB2",17.5099
"UBE2T",29.1452
"PPP1R12B",1.5961
"DNAJC10",7.5235
"GTF3C1",11.2146
"IL4R",5.5764
"USP33",10.6068
"PAK3",0.1814
"CAPN6",0.2412
"DCX",0.0034
"SNRPA",39.3654
"SPAG6",0.0852
"EXOSC5",28.9548
"DYNC1I2",29.8758
"APBB1IP",2.2804
"LRCH4",0.926
"FAM76B",1.6549
"SIRT6",9.0135
"TYR",0
"POLD3",5.5126
"ACTN2",1.9709
"CAPZB",23.0415
"GPR137B",33.4875
"NAALAD2",0.2402
"JADE1",1.5636
"SLC25A43",8.593
"UBE2A",17.101
"FGFR1",3.4496
"FKBP6",0.0037
"SMC1B",0.0736
"FBLN1",37.853
"ITGA8",0.7055
"CST7",4.4105
"MAP2",0.7971
"PIAS2",0.8647
"AMPH",1.0295
"ARAF",14.491
"MCCC1",10.4184
"LAMP3",21.5916
"FAP",3.8105
"NEBL",4.6541
"ACER3",5.3244
"UBE2K",13.9441
"PIK3C3",1.403
"N4BP2",0.3988
"TIGAR",0.6021
"TULP3",6.7277
"SYNJ2",2.5283
"ADCY2",0.9046
"PPP2R5C",8.5499
"RBFOX1",0.0088
"GNB1",89.3226
"HOXA9",0.2637
"EDN1",5.0584
"MLLT10",2.0569
"ZCWPW1",2.8613
"ADCYAP1R1",0.0622
"FGF20",0.0095
"P2RY10",0.5057
"ITM2A",2.5603
"NRDC",33.1769
"VDAC3",28.1294
"PCM1",8.0558
"TNRC6C",1.1518
"CBFA2T2",4.2032
"BRINP1",0.6822
"ITCH",4.0663
"PKD2L2",0.0299
"TP53INP2",22.0441
"SDF4",47.8358
"MYH7B",0.0886
"BPIFB2",6.0295
"TP73",0.8839
"TOLLIP",16.0542
"UBE2D4",5.517
"CLUL1",0.4159
"RUNX1T1",0.5897
"CDH17",0.0448
"THOC1",1.7749
"FKBP7",10.8732
"OSBPL6",0.4662
"SLC1A3",0.9881
"XRCC5",60.5705
"LXN",12.335
"SP140",0.785
"MKNK1",3.2596
"TNS1",4.9374
"REXO1",6.57
"SAR1A",30.8204
"CDC14A",1.6881
"RAPGEF3",0.1838
"CEACAM1",6.9653
"SENP1",1.9794
"DUSP13",0.2663
"CIC",8.6575
"LIPE",0.3538
"FDFT1",30.2294
"PAFAH1B3",67.0529
"OPHN1",0.7911
"AFM",0
"KIF22",10.9911
"SCGN",0.2347
"CARMIL1",3.2782
"PGM1",22.0071
"DDX1",15.6828
"DNM2",9.1293
"EPB41L2",1.9595
"RIMS1",0.1156
"MOXD1",1.7578
"STX7",3.2703
"RABL2B",5.2944
"KEAP1",29.0922
"DDX43",0.1021
"PTPRH",0.068
"DCT",0.0369
"SLC35C2",9.2716
"CRYBG3",0.5448
"EPHA6",0.058
"SCTR",0.0102
"RFX3",0.7691
"RIF1",2.0838
"RAB21",5.8184
"SLC4A4",0.019
"SMARCA2",6.109
"RDH8",0
"SESN1",4.027
"MID2",3.3354
"DNAAF6",0
"COL5A3",9.0953
"SRCAP",0.223
"PUM3",12.7252
"CPB2",0.026
"CHRNA3",0.157
"KCNN2",0.1793
"CNOT4",5.6967
"PSEN1",13.4253
"CPOX",2.3904
"CLDND1",9.5752
"MOK",1.1048
"HSP90AA1",323.4669
"RBL1",2.0232
"DLGAP4",15.5435
"IGSF9B",0.1733
"CFHR2",0
"NDC80",5.1029
"AP4E1",1.7213
"RSBN1",3.0752
"MAGI3",9.0971
"CXCL2",0.2239
"AFP",0.0489
"COL4A4",0.0589
"TCF7",2.2086
"OSTM1",5.3062
"CDH7",0.0024
"IMPG2",0.0479
"PCNP",30.4707
"EXD2",9.5506
"ARG2",0.6243
"MEF2C",1.8298
"PTPRC",1.0943
"CACNA1S",0.0086
"PKP1",0.8931
"UBA5",4.2738
"STK17B",5.0078
"CDC14B",0.7569
"ZNF510",2.4375
"LRP2",10.3418
"ZNF506",1.898
"JMJD4",3.7637
"DUSP12",8.5559
"AACS",2.4219
"DELE1",7.8247
"SLC13A1",0
"CADPS2",17.7433
"PCDHB4",1.6082
"PCDHA6",0
"PCDHGA2",0.0336
"HSPB11",17.8162
"PHLPP1",0.7243
"ATP8B1",3.3648
"IL12RB2",0.3124
"SMARCD3",8.3353
"WDR70",5.3243
"FYB1",0.879
"MPP4",0.0071
"STRADB",3.6561
"BZW1",25.6381
"PGR",5.4805
"C1QTNF3",8.1759
"ME2",1.6691
"C5orf22",7.0081
"CCNT2",3.8066
"FAM135A",0.1842
"COL19A1",0.0095
"EPB41L3",2.1046
"COBLL1",2.3646
"DLG3",9.4696
"KCNK2",0.741
"SERTAD4",12.0287
"TRAF5",2.6751
"MRPL22",8.5785
"GEMIN5",4.9139
"OPRK1",0.0153
"NFE2L1",27.9251
"SEMA5B",0.3797
"GSK3B",4.79
"ITGB5",73.145
"ERC1",1.8144
"XPO1",7.3402
"RNF13",9.6163
"TRPM3",0.0078
"PALB2",2.5934
"DOP1A",1.7224
"LYRM2",5.9671
"BCKDHB",3.6903
"KAT6A",1.3461
"TUT7",4.6303
"ULK2",1.5718
"GRHL2",18.0805
"TNPO1",7.8818
"PLOD1",75.0044
"P2RX5",1.0711
"ITGAE",1.3485
"DIS3",3.8949
"PIBF1",5.9001
"TDRD3",3.0518
"NUFIP1",3.8923
"PDS5B",4.325
"OXCT1",6.5693
"RRAGB",3.5225
"EPYC",1.6404
"CYLD",4.0356
"SLC27A5",0.4203
"ZNF324",2.4467
"ZNF671",0.8221
"ZNF416",2.6646
"ZNF586",3.1032
"ZNF446",1.0321
"ZNF264",3.7546
"RPS5",189.8035
"FAT1",8.3988
"YTHDC1",9.0217
"CHMP2B",5.455
"SMAP2",18.6967
"PPIE",5.1098
"ZMPSTE24",27.3446
"STARD7",37.916
"NOA1",7.1183
"REST",3.9109
"HAL",0.0135
"SSH1",3.697
"GSTP1",160.0913
"APLP2",115.5079
"FAM234B",13.3586
"SLCO1A2",0
"WBP11",14.1605
"EIF3I",40.4743
"NKAIN1",6.1644
"COL16A1",11.589
"TXLNA",31.0328
"APOB",0
"NCOA1",7.8955
"AGBL5",5.0752
"EFR3B",0.2843
"KIF3C",6.9406
"RAB10",67.3161
"GCKR",0.0166
"HADHA",51.1407
"MAPRE3",7.7307
"CAD",7.4718
"CD59",54.8327
"CD82",17.6034
"BCORL1",2.0746
"ATRX",1.8053
"AK6",13.7886
"FCN1",0.126
"MYNN",6.3022
"MECOM",0.5277
"SCAMP1",8.109
"PREP",6.4896
"HACE1",0.6099
"SEH1L",1.7005
"WDR47",2.9092
"WDFY1",5.7823
"OVGP1",1.6077
"SLC25A24",4.5552
"MAP3K4",4.7389
"PILRA",5.3038
"IGSF9",10.2516
"ABCB1",0.1056
"ZNF213",6.9504
"AKR1B1",5.5819
"CPNE3",28.7755
"RRN3",14.1323
"CTTN",41.8252
"WNT11",2.9115
"MTIF2",12.0233
"DDHD2",1.7804
"TTC39A",21.5838
"EPS15",10.2
"ORC1",1.6491
"MGST2",15.3544
"CHERP",5.1398
"ATG16L1",4.1522
"USP40",3.0557
"POMGNT1",16.0031
"RAD54L",0.6566
"MAST2",9.3713
"DNAJA1",170.7989
"B4GALT1",88.4005
"CHMP5",31.1765
"NFX1",8.8936
"AQP6",0.017
"DIMT1",1.7301
"IPO11",1.5935
"FOLH1",1.2418
"EIF2AK1",55.8213
"NME8",0.3142
"EPDR1",9.4384
"SNX10",3.7188
"SEPHS1",22.9619
"MRPL28",22.9697
"HBQ1",0
"ITPKC",15.2352
"CEACAM6",11.7764
"FAT2",0.1256
"RBM22",16.661
"TMED2",132.0239
"ERO1B",3.566
"ZFAND6",17.5771
"HSD17B2",0.2518
"TXLNG",6.4713
"PPEF1",0.5989
"LAT2",1.7254
"HUWE1",14.3426
"ZW10",12.2182
"ALG9",0.7908
"MYBPC2",0.0187
"NOX4",2.5972
"ACOX3",1.1303
"MTMR2",2.7792
"PPP1R15A",14.8693
"HSD17B14",3.6903
"TRIP6",62.3399
"ACHE",0.1195
"FTL",3925.2725
"SRRT",31.3044
"BAX",18.961
"NLK",6.5046
"PIGS",7.2198
"ADAMTS2",9.8669
"TMPRSS11E",0.0246
"ATXN7L3",11.0476
"PGS1",1.5986
"PSMC5",37.8078
"UIMC1",4.4355
"CETP",0.4974
"MMP2",146.0886
"MT3",0.0725
"LPCAT2",0.9874
"GNAO1",0.0227
"OGFOD1",7.4198
"SH3BP2",1.7153
"NOP14",5.0616
"ADD1",10.8086
"L2HGDH",2.0039
"TXNDC16",3.5342
"RTRAF",27.8563
"NID2",6.0527
"GMCL1",4.9833
"SF3B2",27.4021
"KLHL42",3.3705
"GNAS",262.1341
"DNM1L",16.125
"PTHLH",0.8324
"PHACTR3",0.1026
"ERGIC2",7.542
"TFAP2C",25.1059
"AURKA",11.3367
"CASS4",0.1372
"PIR",14.3148
"AAMDC",4.5641
"RFX2",1.5794
"METTL2A",3.9
"SULT2B1",5.2005
"ALG6",4.6109
"CNOT3",9.7329
"GP6",0.3667
"PTPN4",1.0832
"DDX18",10.2908
"KHSRP",53.1553
"GNA11",11.8632
"ASAP3",11.6886
"EDEM2",28.9526
"DNMT3B",1.4722
"REM1",0.618
"TPX2",23.7791
"PDRG1",25.1271
"EPB41L1",12.4086
"SLC15A1",0.1859
"DOCK9",2.7333
"ANKRD10",16.5422
"TGDS",3.9362
"DOCK3",0.0422
"C3orf18",2.1387
"COQ9",9.8636
"TMEM40",1.0706
"KIF9",2.2144
"ARHGAP28",0.6598
"CRLS1",0.1166
"DEFB127",0
"PPP1R13B",4.1886
"ATRN",10.8104
"SMOX",6.0617
"SIGLEC1",3.1288
"FKBP1A",64.8541
"NSFL1C",25.1384
"SLC4A11",0.5073
"C20orf194",1.5717
"ZNF343",5.1906
"EBF4",2.1213
"CPXM1",13.1143
"MAVS",14.2772
"LZTS3",6.3783
"F11",0.0131
"XRN2",41.9755
"KIZ",3.523
"DYNLL1",130.3845
"TESC",0.3882
"SNX5",17.9391
"RPL6",154.7104
"SIRPG",0.3955
"MAPKAPK5",1.425
"P2RX7",0.2257
"ESF1",7.0612
"RBBP9",11.2709
"ANAPC5",10.3685
"SLC23A2",2.9065
"SLC8B1",4.1287
"TMEM230",77.3206
"DZANK1",1.0639
"KDM2B",1.9159
"CFAP61",0.3537
"LHX5",0.0114
"TASP1",3.1571
"OAS1",64.0917
"GCN1",8.5501
"RPLP0",655.9889
"PXN",4.9064
"SIRT4",1.053
"RPH3A",0.022
"KIF16B",11.1028
"TRMT6",8.8986
"CHGB",0.0156
"PEBP1",499.9039
"TBX5",1.3698
"BRAP",4.7877
"ERP29",35.5063
"NOS1",0.0093
"FUS",49.6691
"IGBP1",30.3547
"FXYD5",53.6876
"ZNF302",9.0327
"GRAMD1A",21.5582
"FXYD3",0.2921
"HEPH",6.8032
"CDIP1",5.3377
"CMTM1",0.1187
"KCNH4",0.023
"GANAB",160.3652
"GMIP",4.6058
"RBM41",1.0203
"BIRC5",6.4812
"LAG3",3.7212
"MLF2",96.1952
"OTUB2",1.23
"DDX24",25.3236
"ZBTB25",1.0812
"NECAP1",3.3707
"ARHGAP4",2.147
"ANKRD24",0.4858
"DHX32",13.9371
"RCOR1",6.6843
"GPATCH2L",0.6936
"LTBP4",3.379
"BLVRB",55.129
"SLC9A1",29.3873
"SPTLC1",13.5998
"PAPOLA",18.5153
"CCNK",1.3602
"PCBP4",17.4579
"RGS1",4.123
"YPEL3",13.3431
"MRPS33",13.5459
"NDUFB2",19.2181
"NUDC",88.3817
"MAEA",5.5258
"ICAM1",16.5712
"STRN4",15.3572
"IRAK3",0.2172
"LYZ",3.7419
"SI",0
"MUL1",15.0177
"TFAP4",3.0612
"PDCD7",9.5353
"SPG21",37.4219
"FETUB",0.0515
"DNAJB11",17.7735
"P3H2",4.2433
"THPO",15.5883
"CHRD",18.8197
"FLT3LG",0.055
"RAB11FIP3",9.3952
"GNPTG",18.6411
"ZNF268",1.2249
"GOLGA3",5.0748
"PABPC4",15.7685
"CD209",0.1221
"CERS4",20.4597
"MCOLN1",5.7287
"USP48",8.0835
"EFNB1",8.1176
"PDPR",1.9977
"AARS1",13.6333
"GLG1",12.2928
"KIF4A",5.5324
"TNRC6A",3.45
"PLEKHG2",3.3609
"DLL3",0.1926
"NAT14",26.1481
"PITPNM2",1.3875
"EXOC1",2.8575
"RBM27",3.3529
"POU4F3",0.1013
"OSBPL8",2.157
"DTX2",5.4489
"NLRC4",0.5325
"PUS7",6.4485
"LAMB4",0.0471
"NRCAM",0.4647
"LAMB1",11.0051
"SLC26A4",0.2636
"SLC26A3",0.1748
"DLD",15.1184
"WDR7",1.0063
"TXNL1",7.7652
"IL5RA",0.05
"ABCC6",0.291
"CMTM6",29.2628
"ITGA6",17.9375
"RAPGEF4",1.5058
"MAP3K20",5.1885
"SMPX",0.2233
"FH",74.7707
"SEL1L3",2.2168
"TF",0.0381
"CDV3",42.3647
"MYO15A",0.0835
"ALKBH5",26.3019
"APOH",0
"NLRP1",0.457
"PITPNM3",0.2069
"SPAG7",10.3227
"ORC6",1.5939
"ZFHX4",0.7931
"SLC17A6",0
"CPA1",0.0123
"ZC3HC1",6.6664
"ESR1",14.3428
"RGS17",0.0504
"ANGPT2",3.711
"TMEM101",2.8645
"CD200",3.2207
"CCDC80",12.9773
"CMA1",0.1299
"PSME1",292.3091
"PPP2R3C",2.5027
"HAUS4",2.3148
"JPH4",0.128
"MYH7",0
"CEBPE",0.0584
"SLC7A8",56.4397
"OSGEP",7.6036
"SLC22A17",12.1164
"RNF31",0.0619
"SCFD1",2.5204
"G2E3",1.502
"HECTD1",9.3927
"HNRNPC",102.559
"RPGRIP1",0.1589
"SUPT16H",21.9318
"TOX4",11.4908
"GEMIN2",3.0967
"TGM1",0.3352
"TINF2",26.7106
"DAZL",0.0049
"TBL1Y",0
"SEMA6A",1.4732
"TRPM7",2.6054
"TYRO3",0.8977
"WDR76",2.9381
"CAPN3",0.0599
"SNAP23",1.4916
"TBX15",1.5171
"PHGDH",7.0389
"COL9A3",1.4763
"EZR",101.503
"MYL6",220.6457
"AGO1",4.1023
"TEKT2",0.861
"CLSPN",0.8884
"RFFL",1.091
"UNC13D",1.2382
"MFSD11",2.6319
"DPYSL2",5.6531
"TGFB2",3.4863
"GPATCH2",3.2648
"NUP50",8.1789
"CDC45",5.1032
"COMT",19.7102
"ADA2",3.3062
"VNN3",0.159
"ECHDC1",6.9387
"LRRFIP2",7.5407
"SEC22C",8.774
"XYLB",1.5747
"HDAC6",4.2183
"OR1I1",0
"GABRP",0.1242
"KRT31",0.0646
"CDC6",22.1551
"UPRT",3.4409
"CDC23",8.1441
"AAAS",12.2052
"CBX5",10.3279
"FMO2",0.1991
"SUCO",10.8241
"MSH2",2.6437
"MAP3K1",9.0816
"DHPS",0.2156
"HOOK2",3.0627
"NXPE1",0.0079
"ARCN1",63.3334
"EPB41L4B",3.0919
"TMEM38B",1.9341
"PSMD5",22.6097
"PTGS1",1.5392
"NUP188",10.2846
"CRAT",70.3015
"SH2D3C",4.3358
"NANS",10.5507
"TBC1D2",7.2173
"WHRN",1.8443
"PDE6C",0.0569
"CWF19L1",6.9422
"SEMA4G",0.8904
"BTAF1",2.5505
"IKZF5",2.6005
"BLNK",4.6436
"TLL2",0.3944
"CYP26A1",0.2053
"TDRD1",4.2081
"SORBS1",2.6342
"CRTAC1",1.0179
"BAMBI",42.9542
"IL11",0.6818
"MYO3A",0.0453
"WAC",10.7604
"CREM",3.7071
"NUBP2",15.0718
"TPSD1",0.8238
"SMIM24",0.0704
"HIVEP1",3.8426
"TREM2",16.5465
"KCNK16",0.0088
"CRISP3",8.9216
"FKBP5",9.4303
"SRPK1",4.5783
"BRPF3",8.7059
"MRPS18A",10.2195
"PGC",0.6268
"TMEM14A",47.0783
"EFHC1",0.6284
"NCR2",0
"HSP90AB1",777.9218
"MLN",0
"CDC5L",9.9074
"ITPR3",3.4371
"ZNF184",4.8567
"DSP",68.369
"SIRT1",5.2119
"HNRNPH3",16.5662
"IFT74",5.1851
"JAK2",2.135
"IL12RB1",0.4863
"ABL1",17.2915
"ACOT7",23.6231
"SH3GLB1",24.7796
"CDC7",4.2323
"SYDE2",1.2054
"PCSK5",0.5748
"SCD",63.3466
"TMED1",3.3133
"ABLIM1",12.852
"ERMP1",19.567
"RAB18",13.9133
"NRP1",9.8305
"PRTFDC1",1.7283
"PALMD",6.1938
"TSPAN15",77.9024
"MACROH2A2",0.8086
"WASHC2A",5.1706
"MAST3",0.968
"MZF1",4.1184
"OCEL1",13.7851
"MYO9B",7.1996
"KCNK6",17.9633
"CATSPERG",0.42
"PSMD8",69.8158
"FBXL19",6.7515
"STX1B",0.177
"HSD3B7",12.7024
"SETD1A",6.964
"BCL7C",8.5267
"MAGEB2",0.0108
"EFNA2",0.0717
"CIRBP",59.4551
"ATP5F1D",49.0641
"CBARP",0.678
"PCDH11Y",0
"AMELY",0
"PRKY",0
"IGFALS",0.2759
"HNRNPM",35.5785
"MARCHF2",21.4606
"NDUFB7",157.0135
"TECR",30.6378
"TIMM13",42.9584
"CDC34",32.5454
"MTAP",2.1581
"MISP",12.3293
"CEP170B",13.4456
"POLR2E",31.0166
"POLRMT",8.8453
"HCN2",0.1932
"CDHR5",0.018
"IZUMO4",0.3892
"RASSF7",23.5231
"GADD45B",48.0736
"PALM",6.6869
"MADCAM1",0.1444
"MKNK2",35.579
"ARVCF",5.251
"TRMT2A",9.5648
"RANBP1",20.2749
"ZDHHC8",7.4695
"KLHL22",4.5707
"MED15",13.6219
"SERPIND1",0.3299
"SNAP29",16.1701
"CRKL",22.9737
"LZTR1",2.4078
"MMP11",248.341
"CECR2",0.0178
"SMARCB1",6.6802
"P2RX6",0.114
"DERL3",1.136
"SLC7A4",0.0071
"BCL2L13",15.3843
"DDTL",2.0114
"DDT",0
"OSM",0.2455
"CABIN1",9.6794
"TBC1D10A",2.0672
"SUSD2",128.7248
"SF3A1",23.2468
"GGT5",11.9712
"RNF215",1.9474
"SEC14L2",10.3289
"SEC14L3",0
"SPECC1L",6.2948
"PPIL2",6.2896
"UPB1",0.0998
"YPEL1",0.6686
"SNRPD3",8.8807
"PES1",26.5528
"MAPK1",21.7134
"GGT1",0.461
"PRODH",1.8724
"PPM1F",1.7149
"SLC35E4",1.9377
"TOP3B",0.0026
"CRYBB3",0.2034
"CYTH4",1.5623
"ESS2",5.2515
"MFNG",1.2952
"CARD10",1.5986
"LRP5L",0.9831
"SLC25A1",130.9288
"GRK3",1.3119
"PLA2G3",1.1971
"LGALS2",0.4592
"GGA1",7.1105
"HIRA",3.8829
"SH3BP1",1.4543
"SEZ6L",0.0413
"LGALS1",592.9738
"HPS4",3.3371
"PIK3IP1",9.5123
"Z83844.1",0
"SRRD",4.6943
"PATZ1",32.4856
"TRIOBP",9.4038
"TFIP11",6.1575
"GCAT",15.0306
"GGTLC2",0.0249
"CRYBB1",0.2415
"ANKRD54",10.9201
"EIF3L",16.9429
"SNU13",77.7091
"MICALL1",6.8556
"POLR2F",6.0963
"SOX10",0.0638
"CCDC134",1.645
"DEPDC5",0.741
"PICK1",2.9676
"TTC28",1.6996
"SLC16A8",0.2605
"CENPM",5.1966
"SEPTIN3",2.691
"SLC5A1",1.5023
"SLC5A4",0.1274
"KDELR3",26.923
"CYP2D6",0.3308
"DDX17",42.3772
"DMC1",0.0808
"TCF20",8.8318
"HSCB",12.3894
"CBY1",18.1361
"TOMM22",46.8253
"RSPH14",0.1565
"XBP1",1173.4482
"RTCB",42.9826
"JOSD1",22.111
"FBXO7",14.2538
"GTPBP1",13.4362
"POLDIP3",29.5075
"RAB36",1.3887
"TIMP3",98.5682
"PPP6R2",10.178
"SBF1",5.173
"SUN2",7.6611
"CYB5R3",52.5904
"DNAL4",18.0536
"C22orf31",0.0874
"MIOX",0.0194
"LMF2",33.2446
"RHBDD3",15.3111
"PACSIN2",22.172
"TTLL1",5.343
"RASL10A",1.5706
"AP1B1",26.9813
"HMGXB4",5.7208
"TOM1",12.7811
"NEFH",0.4582
"CHKB",0.0182
"BIK",19.8931
"HMOX1",19.0169
"MCAT",11.2233
"THOC5",3.2114
"MCM5",6.9524
"APOBEC3H",0.5838
"ARSA",16.4417
"TSPO",162.1305
"RASD2",9.5844
"TTLL12",23.03
"CBX7",1.4414
"PDGFB",15.1842
"ACR",0.2443
"CABP7",1.9714
"RPL3",671.434
"ZMAT5",5.4392
"RBFOX2",7.1002
"SYNGR1",2.5932
"TAB1",8.6331
"ASCC2",20.8016
"MTMR3",0.6997
"MIEF1",5.9219
"APOL4",1.5255
"PNPLA5",0
"APOL1",112.3895
"PNPLA3",1.5248
"MYH9",179.3485
"CACNA1I",0.0983
"SAMM50",10.0124
"TXN2",69.7213
"FOXRED2",16.632
"GRAP2",0.2473
"EIF3D",95.3316
"TNRC6B",2.4633
"SGSM3",0.0547
"IFT27",2.7117
"PVALB",0.6293
"KIAA0930",13.6627
"NCF4",2.3143
"CSF2RB",0.6028
"SLC25A17",12.4189
"UPK3A",0.5935
"FAM118A",1.9946
"KCTD17",4.8183
"ST13",87.3612
"IL2RB",1.8927
"RBX1",41.4122
"EP300",9.1521
"L3MBTL2",7.1228
"CHADL",3.2553
"RANGAP1",32.8828
"ZC3H7B",11.011
"PHF5A",36.0493
"ACO2",7.6842
"POLR3H",4.5401
"TRMU",2.997
"PMM1",3.2046
"DESI1",15.8611
"CERK",6.4685
"BRD1",8.6644
"ZBED4",6.5057
"MLC1",0.0455
"HDAC10",0.1686
"KCNK10",0.0042
"ABHD4",24.7365
"KHNYN",5.0795
"FKBP3",24.2958
"SDR39U1",0.4601
"CTSG",0.7626
"GZMH",1.7553
"GZMB",2.3661
"RBM23",5.4873
"PRMT5",5.5413
"COCH",0.0388
"AP4S1",1.0394
"POLE2",4.2544
"VCPKMT",1.6838
"SOS2",6.6519
"CDKL1",0.8088
"NIN",3.567
"PYGL",23.3512
"TRIM9",0.2022
"PSMC6",13.7008
"GNPNAT1",4.3666
"DDHD1",0.6595
"CDKN3",8.4289
"CNIH1",18.8917
"CGRRF1",2.1683
"ATP6V1D",24.2583
"CCDC198",0
"PLEK2",9.0099
"PIGH",6.0473
"LRRC74A",0
"PSMA3",67.7562
"VTI1B",6.5326
"TIMM9",20.6177
"GSTZ1",4.0721
"KIAA0586",1.3522
"TMED8",3.1277
"SAMD15",2.1203
"AHSA1",54.7751
"DAAM1",4.386
"ISM2",0.0722
"SPTLC2",20.6179
"RIN3",2.4491
"LGMN",45.8884
"ALKBH1",5.0937
"SNW1",42.7697
"CHGA",0.0345
"ITPK1",28.8275
"DHRS7",16.6657
"PPM1A",4.7139
"SIX4",2.7221
"GALNT16",1.3744
"ASB2",0.339
"CEP128",0.7938
"ERH",191.3948
"HIF1A",22.7319
"SUSD6",22.6058
"SRSF5",20.7866
"SLC10A1",0.0087
"EIF5",29.0632
"SERPINA4",0.0525
"SLC8A3",0.0206
"DICER1",3.7492
"ZFYVE21",3.517
"MTHFD1",4.7758
"TCL1A",0.0154
"ZC3H14",2.1414
"TELO2",8.7659
"PCNX1",1.9859
"BDKRB1",0.2712
"GSKIP",6.9751
"VRK1",10.6537
"PSMC1",3.5293
"PAPLN",1.9559
"RPS6KA5",0.2069
"PPP4R3A",15.9411
"C14orf93",2.1158
"PSMB5",153.8443
"YY1",18.9874
"ACIN1",18.583
"CCNB1IP1",8.1034
"TRIP11",5.6027
"APEX1",158.236
"PABPN1",2.0053
"EFS",24.9431
"ARHGAP5",1.0732
"CINP",7.7147
"DHRS2",0.8755
"SRP54",10.7073
"CPNE6",0
"CHD8",4.7908
"PCK2",14.2868
"PRORP",0.5871
"DCAF11",11.0873
"PSMA6",1.0343
"NFKBIA",62.2776
